paper_id,title,year,authors,venue,url,abstract,abstract_clean
cc6f7cda0ad7ee1e0c4354d124af24367e344d5d,Combating Advanced Persistent Threats for Imminent Low Earth Orbit Cognitive Communications Systems,2022,Suzanna Lamar; J. Gosselin; Lisa Happel; A. Jayasumana,IEEE Systems Conference,https://www.semanticscholar.org/paper/cc6f7cda0ad7ee1e0c4354d124af24367e344d5d,"With the proliferation of Low Earth Orbit (LEO) spacecraft constellations, comes the rise of space-based wireless cognitive communications systems (CCS) and the need to safeguard and protect data against potential hostiles to maintain widespread communications for enabling science, military and commercial services. For example, known adversaries are using advanced persistent threats (APT) or highly progressive intrusion mechanisms to target high priority wireless space communication systems. Specialized threats continue to evolve with the advent of machine learning and artificial intelligence, where computer systems inherently can identify system vulnerabilities expeditiously over naive human threat actors due to increased processing resources and unbiased pattern recognition. This paper presents a disruptive abuse case for an APT-attack on such a CCS and describes a trade-off analysis that was performed to evaluate a variety of machine learning techniques that could aid in the rapid detection and mitigation of an APT-attack. The trade results indicate that with the employment of neural networks, the CCS's resiliency would increase its operational functionality, and therefore, on-demand communication services reliability would increase. Further, modelling, simulation, and analysis (MS &A) was achieved using the Knowledge Discovery and Data Mining (KDD) Cup 1999 data set as a means to validate a subset of the trade study results against Training Time and Number of Parameters selection criteria. Training and cross-validation learning curves were computed to model the learning performance over time to yield a reasonable conclusion about the application of neural networks.",proliferation earth orbit leo spacecraft constellation come rise space-based wireless cognitive communication system cc need safeguard protect potential hostile maintain widespread communication enable science military commercial service example know adversary advance persistent threat apt highly progressive intrusion mechanism target priority wireless space communication system specialize threat continue evolve advent machine learn artificial intelligence computer system inherently identify vulnerability expeditiously naive human threat actor increase process resource unbiased pattern recognition present disruptive abuse apt-attack cc describe trade-off perform variety machine learn technique could aid rapid mitigation apt-attack trade result indicate employment neural network cc resiliency would increase operational functionality therefore on-demand communication service reliability would increase model simulation achieve knowledge discovery mine kdd cup set mean validate subset trade result train parameter selection criterion train cross-validation learn curve compute learn performance yield reasonable conclusion application neural network
cb55948de95742ef8e9d3b2b923eaf4286184674,Cross-Layer Threat Detection Framework For Multi-Domain Apts Using Network Telemetry And Data Mining,2022,R. Sugumar,Mathematical Statistician and Engineering Applications,https://www.semanticscholar.org/paper/cb55948de95742ef8e9d3b2b923eaf4286184674,"Advanced Persistent Threats (APTs) present a considerable challenge to cybersecurity due to their elusive and multi-faceted nature. Conventional security measures frequently struggle to identify APTs due to their capacity to avoid signature-based detection and exploit vulnerabilities across various layers of the network. This paper introduces a Cross-Layer Threat Detection Framework that utilizes network telemetry and data mining techniques to recognize and address multi-domain APT activities. The framework consolidates data from numerous network layers, such as application, transport, and network layers, to construct a comprehensive view of potential threats. By employing sophisticated machine learning and data mining algorithms, the system identifies unusual behavior patterns that signal APTs. Moreover, real-time network telemetry data improves situational awareness, facilitating proactive threat hunting and mitigation efforts. Experimental findings reveal the framework’s efficacy in identifying stealthy APT activities with high precision and minimal false positive rates. The proposed method strengthens cybersecurity defenses by offering adaptive, scalable, and intelligent threat detection against complex APT campaigns.",advance persistent threat apts considerable challenge cybersecurity elusive multi-faceted nature conventional measure frequently struggle identify apts capacity avoid signature-based exploit vulnerability across layer introduce cross-layer threat utilize telemetry mine technique recognize multi-domain apt activity consolidate numerous layer application transport layer construct comprehensive view potential threat employ sophisticate machine learn mine algorithm identify unusual behavior pattern signal apts moreover real-time telemetry improve situational awareness facilitate proactive threat hunt mitigation effort experimental finding reveal efficacy identify stealthy apt activity precision minimal false positive rat strengthen cybersecurity defense offer adaptive scalable intelligent threat complex apt campaign
bff00da03a31bd2f4bec9f878bfdfe672c1529e3,Fast Detection of Advanced Persistent Threats for Smart Grids: A Deep Reinforcement Learning Approach,2022,Shih-an Yu,ICC 2022 - IEEE International Conference on Communications,https://www.semanticscholar.org/paper/bff00da03a31bd2f4bec9f878bfdfe672c1529e3,"Data management systems in smart grids have to address advanced persistent threats (APTs), where malware injection methods are performed by the attacker to launch stealthy attacks and thus steal more data for illegal advantages. In this paper, we present a hierarchical deep reinforcement learning based APT detection scheme for smart grids, which enables the control center of the data management system to choose the APT detection policy to reduce the detection delay and improve the data protection level without knowing the attack model. Based on the state that consists of the size of the gathered power usage data, the priority level of the data, and the detection history, this scheme develops a two-level hierarchical structure to compress the high-dimensional action space and designs four deep dueling networks to accelerate the optimization speed with less over-estimation. Detection performance bound is provided and simulation results show that the proposed scheme improves both the data protection level and the utility of the control center with less detection delay.",management system smart grid advance persistent threat apts malware injection method perform attacker launch stealthy attack thus steal illegal advantage hierarchical deep reinforcement learn apt scheme smart grid enable control center management choose apt policy reduce delay protection without know state consist size gather power usage priority history scheme develop two-level hierarchical structure compress high-dimensional action space design four deep duel network accelerate optimization speed less over-estimation performance bind provide simulation result scheme improve protection utility control center less delay
995cfa45f5d6a83d83bdf23c89d513bb64574db0,Improving Performance of Machine Learning based Detection of Network Steganography in Industrial Control Systems,2022,T. Neubert; Antonio José Caballero Morcillo; C. Vielhauer,ARES,https://www.semanticscholar.org/paper/995cfa45f5d6a83d83bdf23c89d513bb64574db0,"In view of the strong increase of targeted attacks on industrial control systems (ICS) of manufacturies and critical infrastructures, it can be noticed that for the concealment of communication, steganographic information hiding techniques become increasingly popular for attackers. Particularly in Advanced Persistent Threats, attackers focus on hiding network information flows between infected components from any possible detection mechanism in order to remain on the invaded system for as long as possible. In order to be able to detect these kinds of threats by hidden communication in future, defense concepts such as intrusion detection systems need to be supplemented by steganalytic detectors for ICS network traffic. First state-of-the-art detection mechanisms have been proposed and deliver decent but improvable results. This paper proposes a novel, convolutional neural network (CNN) based detection approach relying on a handcrafted feature space as CNN input layer. The detection approach is evaluated extensively in experiments. The evaluation results are compared to three state-of-the-art approaches in a laboratory ICS setup. We show that our novel approach is able to outperform all state-of-the-art approaches significantly. It delivers a performance of up to 94.3% correct classified test data samples.",view strong increase target attack industrial control system ic manufacturies critical infrastructure notice concealment communication steganographic hide technique become increasingly popular attacker particularly advance persistent threat attacker focus hide flow infect component possible mechanism order remain invade long possible order able kind threat hide communication future concept intrusion system need supplement steganalytic detector ic traffic state-of-the-art mechanism deliver decent improvable result propose convolutional neural cnn rely handcraft feature space cnn input layer evaluate extensively experiment evaluation result compare state-of-the-art approach laboratory ic setup able outperform state-of-the-art approach significantly deliver performance correct classify test sample
67f5f7bd79362f3bd562cb0be5de7d49b1276576,Machine Learning-Enabled IoT Security: Open Issues and Challenges Under Advanced Persistent Threats,2022,Zhiyan Chen; Jinxin Liu; Yuling Shen; Murat Simsek; B. Kantarci; H. Mouftah; P. Djukic,ACM Computing Surveys,https://arxiv.org/pdf/2204.03433,"Despite its technological benefits, the Internet of Things (IoT) has cyber weaknesses due to vulnerabilities in the wireless medium. Machine Larning (ML)-based methods are widely used against cyber threats in IoT networks with promising performance. An Advanced Persistent Threat (APT) is prominent for cybercriminals to compromise networks, and it is crucial to long-term and harmful characteristics. However, it is difficult to apply ML-based approaches to identify APT attacks to obtain a promising detection performance due to an extremely small percentage among normal traffic. There are limited surveys that fully investigate APT attacks in IoT networks due to the lack of public datasets with all types of APT attacks. It is worth bridging the state of the art in network attack detection with APT attack detection in a comprehensive review article. This survey article reviews the security challenges in IoT networks and presents well-known attacks, APT attacks, and threat models in IoT systems. Meanwhile, signature-based, anomaly-based, and hybrid intrusion detection systems are summarized for IoT networks. The article highlights statistical insights regarding frequently applied ML-based methods against network intrusion. Finally, open issues and challenges for common network intrusion and APT attacks are presented for future research.",despite technological benefit internet thing iot weakness vulnerability wireless medium machine larn method widely threat iot network promise performance advance persistent threat apt prominent cybercriminals compromise network crucial long-term harmful characteristic however difficult apply ml-based approach identify apt attack obtain promise performance extremely percentage among normal traffic limit survey fully investigate apt attack iot network lack public datasets type apt attack worth bridge state art apt comprehensive review article survey article review challenge iot network present well-known attack apt attack threat model iot system meanwhile signature-based anomaly-based hybrid intrusion system summarize iot network article highlight statistical insight regard frequently apply ml-based method intrusion finally open issue challenge common intrusion apt attack present future
7e87fa26e37b87268804d90bc18e1480d01c2f5a,Memory Forensics-Based Malware Detection Using Computer Vision and Machine Learning,2022,Syed Shakir Hameed Shah; A. R. Ahmad; N. Jamil; Atta ur Rehman Khan,Electronics,https://www.mdpi.com/2079-9292/11/16/2579/pdf?version=1660817763,"Malware has recently grown exponentially in recent years and poses a serious threat to individual users, corporations, banks, and government agencies. This can be seen from the growth of Advanced Persistent Threats (APTs) that make use of advance and sophisticated malware. With the wide availability of computer-automated tools such as constructors, email flooders, and spoofers. Thus, it is now easy for users who are not technically inclined to create variations in existing malware. Researchers have developed various defense techniques in response to these threats, such as static and dynamic malware analyses. These techniques are ineffective at detecting new malware in the main memory of the computer and otherwise require considerable effort and domain-specific expertise. Moreover, recent techniques of malware detection require a long time for training and occupy a large amount of memory due to their reliance on multiple factors. In this paper, we propose a computer vision-based technique for detecting malware that resides in the main computer memory in which our technique is faster or memory efficient. It works by taking portable executables in a virtual environment to extract memory dump files from the volatile memory and transform them into a particular image format. The computer vision-based contrast-limited adaptive histogram equalization and the wavelet transform are used to improve the contrast of neighboring pixel and to reduce the entropy. We then use the support vector machine, random forest, decision tree, and XGBOOST machine learning classifiers to train the model on the transformed images with dimensions of 112 × 112 and 56 × 56. The proposed technique was able to detect and classify malware with an accuracy rate of 97.01%. Its precision, recall, and F1-score were 97.36%, 95.65%, and 96.36%, respectively. Our finding shows that our technique in preparing dataset with more efficient features to be trained by the Machine Learning classifiers has resulted in significant performance in terms of accuracy, precision, recall, F1-score, speed and memory consumption. The performance has superseded most of the existing techniques in its unique approach.",malware recently grow exponentially year pose serious threat individual user corporation bank government agency see growth advance persistent threat apts advance sophisticate malware wide availability computer-automated tool constructor email flooders spoofers thus easy user technically incline create variation malware researcher develop technique response threat static dynamic malware analyse technique ineffective detect malware main memory computer otherwise require considerable effort domain-specific expertise moreover technique malware require long train occupy amount memory reliance factor computer vision-based detect malware reside main computer memory faster memory work take portable executables virtual environment extract memory dump file volatile memory transform particular image format computer vision-based contrast-limited adaptive histogram equalization wavelet transform contrast neighbor pixel reduce entropy support vector machine random forest decision tree xgboost machine learn classifier train transform image dimension able classify malware accuracy precision recall f1-score respectively find show prepare dataset feature train machine learn classifier result performance term accuracy precision recall f1-score speed memory consumption performance supersede technique unique
d6f23e4dbe8bfdd11543f1f17941306c88e9c61d,Prior Knowledge based Advanced Persistent Threats Detection for IoT in a Realistic Benchmark,2022,Jinxin Liu; Yuling Shen; Murat Simsek; B. Kantarci; H. Mouftah; Mehran Bagheri; P. Djukic,Global Communications Conference,https://arxiv.org/pdf/2208.05089,"The number of Internet of Things (IoT) devices being deployed into networks is growing at a phenomenal pace, which makes IoT networks more vulnerable in the wireless medium. Advanced Persistent Threat (APT) is malicious to most of the network facilities and the available attack data for training the machine learning-based Intrusion Detection System (IDS) is limited when compared to the normal traffic. Therefore, it is quite challenging to enhance the detection performance in order to mitigate the influence of APT. Therefore, Prior Knowledge Input (PKI) models are proposed and tested using the SCVIC-APT-2021 dataset. To obtain prior knowledge, the proposed PKI model pre-classifies the original dataset with unsupervised clustering method. Then, the obtained prior knowledge is incorporated into the supervised model to decrease training complexity and assist the supervised model in determining the optimal mapping between the raw data and true labels. The experimental findings indicate that the PKI model outperforms the supervised baseline, with the best macro average F1-score of 81.37%, which is 10.47% higher than the baseline.",internet thing iot device deploy network grow phenomenal pace make iot network vulnerable wireless medium advance persistent threat apt malicious facility available train machine learning-based intrusion id limit compare normal traffic therefore quite challenge enhance performance order mitigate influence apt therefore prior knowledge input pki model test scvic-apt dataset obtain prior knowledge pki pre-classifies original dataset unsupervised cluster obtain prior knowledge incorporate supervise decrease train complexity assist supervise determine optimal map raw true label experimental finding indicate pki outperform supervise baseline best macro average f1-score higher baseline
fe24ac80b19f4e20fbc6de3e7dca704ef393826e,Real-Time Adaptive Framework for Behavioural Malware Detection in Evolving Threat Environments,2022,E. Kesavan,International Journal of Scientific Research and Modern Technology,https://www.semanticscholar.org/paper/fe24ac80b19f4e20fbc6de3e7dca704ef393826e,"This research presents a novel real-time malware detection and mitigation system that employs behavioral analysis integrated with machine learning algorithms to combat sophisticated and previously unknown malware threats. Traditional signature-based detection methods demonstrate significant limitations in identifying zero-day attacks and advanced persistent threats that leverage polymorphic and metamorphic techniques. To address these challenges, this study develops a comprehensive system that continuously monitors system behavior patterns, analyzing deviations from established baselines to identify malicious activities in real-time.The proposed methodology implements a multi-layered approach combining dynamic behavioral monitoring with supervised and unsupervised machine learning models to establish normal system behavior profiles and detect anomalous patterns indicative of malware infiltration. Unlike conventional static analysis techniques, this behavioral-centric approach captures runtime characteristics including system call sequences, network communication patterns, file system modifications, and process execution behaviors. The system incorporates adaptive learning mechanisms that continuously refine detection models based on emerging threat patterns, thereby improving accuracy and reducing false positive rates over time. Comprehensive experimental validation across enterprise, personal computing, and critical infrastructure environments demonstrates the system's effectiveness in detecting and mitigating diverse malware variants, including advanced persistent threats, rootkits, ransomware, and fileless malware. Performance evaluation reveals significant improvements in detection speed, accuracy rates exceeding traditional signature-based methods, and robust mitigation capabilities that automatically trigger containment protocols upon threat identification. The results indicate that behavioral analysis coupled with machine learning provides a scalable, adaptive solution for modern cybersecurity challenges in increasingly complex digital ecosystems.This innovative approach represents a paradigm shift from reactive to proactive malware defense, offering enhanced protection against the evolving threat landscape while maintaining system performance and operational efficiency in diverse computing environments.",present real-time malware mitigation employ behavioral integrate machine learn algorithm combat sophisticate previously unknown malware threat traditional signature-based method limitation identify zero-day attack advance persistent threat leverage polymorphic metamorphic technique challenge develop comprehensive continuously monitor behavior pattern analyze deviation establish baseline identify malicious activity real-time methodology implement multi-layered combine dynamic behavioral monitor supervise unsupervised machine learn model establish normal behavior profile anomalous pattern indicative malware infiltration unlike conventional static technique behavioral-centric capture runtime characteristic include call sequence communication pattern file modification process execution behavior incorporate adaptive learn mechanism continuously refine model emerge threat pattern thereby improve accuracy reduce false positive rat comprehensive experimental validation across enterprise personal compute critical infrastructure environment demonstrate effectiveness detect mitigate diverse malware variant include advance persistent threat rootkits ransomware fileless malware performance evaluation reveal improvement speed accuracy rat exceed traditional signature-based method robust mitigation capability automatically trigger containment protocol upon threat identification result indicate behavioral couple machine learn provide scalable adaptive solution modern cybersecurity challenge increasingly complex digital ecosystem innovative represent paradigm shift reactive proactive malware offer enhance protection evolve threat landscape maintain performance operational efficiency diverse compute environment
e84895c16ce97f5eec10f80938d0a0997098dbe2,Transport and Application Layer DDoS Attacks Detection to IoT Devices by Using Machine Learning and Deep Learning Models,2022,Josue Genaro Almaraz-Rivera; J. A. P. Díaz; J. A. Cantoral-Ceballos,Italian National Conference on Sensors,https://www.mdpi.com/1424-8220/22/9/3367/pdf?version=1651127062,"From smart homes to industrial environments, the IoT is an ally to easing daily activities, where some of them are critical. More and more devices are connected to and through the Internet, which, given the large amount of different manufacturers, may lead to a lack of security standards. Denial of service attacks (DDoS, DoS) represent the most common and critical attack against and from these networks, and in the third quarter of 2021, there was an increase of 31% (compared to the same period of 2020) in the total number of advanced DDoS targeted attacks. This work uses the Bot-IoT dataset, addressing its class imbalance problem, to build a novel Intrusion Detection System based on Machine Learning and Deep Learning models. In order to evaluate how the records timestamps affect the predictions, we used three different feature sets for binary and multiclass classifications; this helped us avoid feature dependencies, as produced by the Argus flow data generator, whilst achieving an average accuracy >99%. Then, we conducted comprehensive experimentation, including time performance evaluation, matching and exceeding the results of the current state-of-the-art for identifying denial of service attacks, where the Decision Tree and Multi-layer Perceptron models were the best performing methods to identify DDoS and DoS attacks over IoT networks.",smart home industrial environment iot ally ease daily activity critical device connect internet give amount manufacturer may lead lack standard denial service attack ddos do represent common critical network third quarter increase compare period total advance ddos target attack use bot-iot dataset address class imbalance problem build intrusion machine learn deep learn model order record timestamps affect prediction feature set binary multiclass classification help avoid feature dependency produce argus flow generator whilst achieve average accuracy conduct comprehensive experimentation include performance evaluation match exceed result current state-of-the-art identify denial service attack decision tree multi-layer perceptron model best perform method identify ddos do attack iot network
fea23a1b2af67aa2c59aef5c98a0751edae37132,ULTRA: Ultimate Rootkit Detection over the Air,2022,Duy-Phuc Pham; D. Marion; Annelie Heuser,International Symposium on Recent Advances in Intrusion Detection,https://hal.science/hal-03713584/file/raid2002_camera_ready.pdf,"Rootkits are the most challenging malware threats against server and desktop systems. They are created by highly skilled actors and are deployed in advanced persistent threat attacks. Lately and even in the future, rootkits will become a real threat to billions of IoT devices. Existing malware detection techniques based on static or dynamic analysis face major shortcomings, which become more apparent when it is necessary to detect threats on IoT devices. In this paper, we propose the ULTRA framework, which can detect rootkits effectively and efficiently by operating outside of the “box” (literary device) with no resource requirement on the target device. ULTRA baits the rootkit to provoke activity, measures electromagnetic emanation with a software-defined radio, preprocesses signals, then detects and classifies rootkit behavior using machine/deep learning techniques. As use cases, we target two IoT devices with MIPS and ARM architectures. The proposed approach achieved promising results with high accuracy for detecting both known and unknown rootkits during the offline learning phase. Our experimental study involves classification of rootkit families and distinct variants, obfuscated rootkits, probe dislocation, benign noise (kernel) activities, and comparison with software-based solutions.",rootkits challenge malware threat server desktop system create highly skilled actor deploy advance persistent threat attack lately even future rootkits become threat billion iot device malware technique static dynamic face major shortcoming become apparent necessary threat iot device ultra rootkits effectively efficiently operate outside box literary device resource requirement target device ultra bait rootkit provoke activity measure electromagnetic emanation software-defined radio preprocesses signal detect classify rootkit behavior machine deep learn technique case target iot device mips arm architecture achieve promise result accuracy detect know unknown rootkits offline learn phase experimental involve classification rootkit family distinct variant obfuscate rootkits probe dislocation benign noise kernel activity comparison software-based solution
6ac46f39af2b00917a052922c1bae52cbff3e816,A Comprehensive Investigation into Integrating Artificial Intelligence and Machine Learning for Enhanced Cybersecurity,2023,Srinivas Rao,Universal Research Reports,https://www.semanticscholar.org/paper/6ac46f39af2b00917a052922c1bae52cbff3e816,"People, businesses, and vital infrastructure are at serious danger from the sophisticated and persistent cyberthreats that have emerged as a result of the quickly changing digital world.  Modern attack vectors including ransomware, polymorphic malware, advanced persistent threats (APTs), and zero-day vulnerabilities are outperforming traditional cybersecurity systems, which mostly depend on predetermined rules and signature-based detection.  As a result, machine learning (ML) and artificial intelligence (AI) have become game-changing technologies that may improve cyber defences via predictive analytics, intelligent automation, and flexibility. 
  
 The integration of AI and ML into cybersecurity frameworks is examined in this paper, with a focus on how these technologies might improve threat prevention, detection, and response capabilities.  Predictive threat modelling, which uses historical and real-time data to predict possible breaches; behavior-based anomaly detection, which spots suspicious activity outside of known attack patterns; automated incident response, which allows for quick threat containment and remediation; and proactive risk assessment, which aids in well-informed security policy decisions, are some of the main application areas.  In addition to discussing cutting-edge techniques and technologies now in use, the article offers a systematic analysis of current issues, including model explainability, data quality issues, and adversarial assaults on AI systems.",people business vital infrastructure serious danger sophisticate persistent cyberthreats emerge quickly change digital world modern vector include ransomware polymorphic malware advance persistent threat apts zero-day vulnerability outperform traditional cybersecurity system mostly depend predetermine rule signature-based machine learn artificial intelligence become game-changing technology may defence predictive analytics intelligent automation flexibility integration cybersecurity framework examine focus technology might threat prevention response capability predictive threat model use historical real-time predict possible breach behavior-based anomaly spot suspicious activity outside know pattern automate incident response allow quick threat containment remediation proactive risk assessment aid well-informed policy decision main application area addition discuss cutting-edge technique technology article offer systematic current issue include explainability quality issue adversarial assault system
43d820e538f4df07548ff459cce02ddea54c97b6,AI-Driven Cyber Threat Detection and Response,2023,Blessings Samuel,International Journal of Emerging Research in Engineering and Technology,https://www.semanticscholar.org/paper/43d820e538f4df07548ff459cce02ddea54c97b6,"The rapid digitization of modern society has dramatically expanded the scale, complexity, and sophistication of cyber threats. Traditional cybersecurity mechanisms, which rely heavily on static rules, signature-based detection, and manual analysis, struggle to keep pace with evolving attack vectors such as advanced persistent threats, zero-day exploits, ransomware campaigns, and coordinated distributed denial-of-service attacks. Artificial intelligence has emerged as a transformative force in cybersecurity, enabling automated, adaptive, and real-time threat detection and response. AI-driven cyber defense systems leverage machine learning, deep learning, anomaly detection, behavioral analytics, and automated decision-making frameworks to identify malicious activities, predict potential vulnerabilities, and orchestrate rapid mitigation strategies. By analyzing vast volumes of network traffic, user behavior patterns, system logs, and endpoint data, AI systems can detect subtle indicators of compromise that would otherwise evade conventional defenses. This article provides a comprehensive and in-depth exploration of AI-driven cyber threat detection and response, examining foundational technologies, system architectures, detection methodologies, response automation, adversarial challenges, ethical considerations, and future research directions. It highlights how intelligent cybersecurity systems enhance resilience, reduce response times, and enable proactive defense strategies in an increasingly interconnected and high-risk digital environment.",rapid digitization modern society dramatically expand scale complexity sophistication threat traditional cybersecurity mechanism rely heavily static rule signature-based manual struggle keep pace evolve vector advance persistent threat zero-day exploit ransomware campaign coordinate distribute denial-of-service attack artificial intelligence emerge transformative force cybersecurity enable automate adaptive real-time threat response ai-driven system leverage machine learn deep learn anomaly behavioral analytics automate decision-making framework identify malicious activity predict potential vulnerability orchestrate rapid mitigation strategy analyze vast volume traffic behavior pattern log endpoint system subtle indicator compromise would otherwise evade conventional defense article provide comprehensive in-depth exploration ai-driven threat response examine foundational technology architecture methodology response automation adversarial challenge ethical consideration future direction highlight intelligent cybersecurity system enhance resilience reduce response time proactive strategy increasingly interconnect high-risk digital environment
4a6ff9b5b9c3d22fd1b2ad106475a5133f432460,AI-Driven Supply Chain Threat Intelligence: Real-Time Detection of Cyber Attacks on Manufacturing and Logistics Networks,2023,Omowunmi Folashayo Makinde; N. Akande; Udoka Cynthia Duruemeruo; Uju Judith Eziokwu; O. Olasehan,International Journal of Multidisciplinary Research and Growth Evaluation,https://www.semanticscholar.org/paper/4a6ff9b5b9c3d22fd1b2ad106475a5133f432460,"The rapid digital transformation of manufacturing and logistics sectors has created unprecedented interconnectivity across global supply chains, simultaneously exposing these critical infrastructures to sophisticated cyber threats. Traditional security approaches relying on signature-based detection and rule-based methods have proven inadequate against the evolving landscape of advanced persistent threats, ransomware campaigns, and state-sponsored attacks targeting operational technology environments. This paper examines how artificial intelligence-driven threat intelligence frameworks can enable real-time detection and situational awareness of cyber-attacks in manufacturing and logistics ecosystems. Through comprehensive analysis of current threat landscapes, machine learning methodologies, and operational deployment considerations, this study presents a structured framework for integrating AI capabilities across supply chain networks. The research demonstrates that AI-enhanced detection systems, incorporating anomaly detection algorithms, behavioral analysis, and predictive threat identification, can achieve detection accuracies exceeding 90% while significantly reducing mean time to detection. The findings underscore the critical importance of multi-layered AI integration spanning network telemetry analysis, operational technology sensor monitoring, and cross-organizational threat correlation for securing modern supply chain infrastructures against an increasingly hostile cyber environment.",rapid digital transformation manufacture logistics sector create unprecedented interconnectivity across global supply chain simultaneously expose critical infrastructure sophisticate threat traditional approach rely signature-based rule-based method prove inadequate evolve landscape advance persistent threat ransomware campaign state-sponsored attack target operational technology environment examine artificial intelligence-driven threat intelligence framework real-time situational awareness cyber-attacks manufacture logistics ecosystem comprehensive current threat landscape machine learn methodology operational deployment consideration present structure integrate capability across supply chain network demonstrate ai-enhanced system incorporate anomaly algorithm behavioral predictive threat identification accuracy exceed significantly reduce mean finding underscore critical importance multi-layered integration span telemetry operational technology sensor monitor cross-organizational threat correlation secure modern supply chain infrastructure increasingly hostile environment
55d519f27a769058aed4878d13141337eb30b289,AI-driven security for next-generation data centers: Conceptualizing autonomous threat detection and response in cloud-connected environments,2023,Sunday Adeola Oladosu; Adebimpe Bolatito Ige; Christian Chukwuemeka Ike; Peter Adeyemo Adepoju; Olukunle Oladipupo Amoo; Adeoye Idowu Afolabi,GSC Advanced Research and Reviews,https://www.semanticscholar.org/paper/55d519f27a769058aed4878d13141337eb30b289,"The dynamic evolution of next-generation data centers, driven by cloud-native and hybrid architectures, has necessitated a paradigm shift in cybersecurity. Traditional security models, designed for static and on-premise environments, struggle to address the complexities of cloud-connected infrastructures and the rapidly evolving threat landscape. Emerging challenges, such as advanced persistent threats (APTs), ransomware, and insider attacks, demand sophisticated and adaptive security solutions. In this context, artificial intelligence (AI) emerges as a transformative technology capable of redefining threat detection and response mechanisms. This review explores the conceptualization of AI-driven security for next-generation data centers, focusing on autonomous threat detection and response. By leveraging AI and machine learning (ML), security systems can achieve real-time anomaly detection, advanced behavior analysis, and predictive risk assessment. These capabilities enhance the accuracy and speed of identifying malicious activities while reducing false positives. Additionally, autonomous response mechanisms, such as self-healing networks and adaptive security policies, enable rapid containment and mitigation of threats, minimizing potential damages. The review also discusses the integration of AI with existing Security Operations Centers (SOCs), highlighting its potential to augment human decision-making and automate repetitive tasks. Furthermore, it examines the role of advanced encryption, identity management, and compliance tools in fortifying security frameworks. Future trends, including the impact of 5G and edge computing, are explored, emphasizing their implications for real-time applications and IoT security. This study underscores the importance of proactive, AI-driven strategies in securing next-generation data centers, ensuring scalability, resilience, and robust protection in an increasingly interconnected digital landscape. By bridging the gap between cloud-native and on-premise environments, AI-powered security frameworks offer a promising path toward achieving autonomous, adaptive, and future-proof cybersecurity.",dynamic evolution next-generation center drive cloud-native hybrid architecture necessitate paradigm shift cybersecurity traditional model design static on-premise environment struggle complexity cloud-connected infrastructure rapidly evolve threat landscape emerge challenge advance persistent threat apts ransomware insider attack demand sophisticate adaptive solution context artificial intelligence emerge transformative technology capable redefine threat response mechanism review explore conceptualization ai-driven next-generation center focus autonomous threat response leverage machine learn system real-time anomaly advance behavior predictive risk assessment capability enhance accuracy speed identify malicious activity reduce false positive additionally autonomous response mechanism self-healing network adaptive policy rapid containment mitigation threat minimize potential damage review also discuss integration operation center socs highlight potential augment human decision-making automate repetitive task furthermore examine role advance encryption identity management compliance tool fortify framework future trend include impact edge compute explore emphasize implication real-time application iot underscore importance proactive ai-driven strategy secure next-generation center ensure scalability resilience robust protection increasingly interconnect digital landscape bridge gap cloud-native on-premise environment ai-powered framework offer promise path toward achieve autonomous adaptive future-proof cybersecurity
6964d1c868534db1f2cc109184afc41c6ac8f2b3,APT Adversarial Defence Mechanism for Industrial IoT Enabled Cyber-Physical System,2023,Safdar Hussain Javed; M. Ahmad; Muhammad Asif; Waseem Akram; Khalid Mahmood; A. Das; Sachin Shetty,IEEE Access,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10171354.pdf,"The objective of Advanced Persistent Threat (APT) attacks is to exploit Cyber-Physical Systems (CPSs) in combination with the Industrial Internet of Things (I-IoT) by using fast attack methods. Machine learning (ML) techniques have shown potential in identifying APT attacks in autonomous and malware detection systems. However, detecting hidden APT attacks in the I-IoT-enabled CPS domain and achieving real-time accuracy in detection present significant challenges for these techniques. To overcome these issues, a new approach is suggested that is based on the Graph Attention Network (GAN), a multi-dimensional algorithm that captures behavioral features along with the relevant information that other methods do not deliver. This approach utilizes masked self-attentional layers to address the limitations of prior Deep Learning (DL) methods that rely on convolutions. Two datasets, the DAPT2020 malware, and Edge I-IoT datasets are used to evaluate the approach, and it attains the highest detection accuracy of 96.97% and 95.97%, with prediction time of 20.56 seconds and 21.65 seconds, respectively. The GAN approach is compared to conventional ML algorithms, and simulation results demonstrate a significant performance improvement over these algorithms in the I-IoT-enabled CPS realm.",objective advance persistent threat apt attack exploit cyber-physical system cps combination industrial internet thing i-iot fast method machine learn technique show potential identify apt attack autonomous malware system however detect hide apt attack i-iot-enabled cps domain achieve real-time accuracy challenge technique overcome issue suggest graph attention gin multi-dimensional capture behavioral feature along relevant method deliver utilize mask self-attentional layer limitation prior deep learn method rely convolution datasets dapt2020 malware edge i-iot datasets attain highest accuracy prediction second second respectively gin compare conventional algorithm simulation result performance improvement algorithm i-iot-enabled cps realm
